error,has_utf8_bom,pass,path,utf8_decodable
,False,True,baseline_tests/run_step63_code_placement_freeze_audit.py,True
,False,True,baseline_tests/run_step63_encoding_policy_audit.py,True
,False,True,baseline_tests/run_step63_regression_snapshot_consistency_audit.py,True
,False,True,baseline_tests/run_step63_remaining_solver_inventory_audit.py,True
,False,True,baseline_tests/run_step63_simulation_freeze_audit.py,True
,False,True,baseline_tests/run_step63_solver_completion_roadmap_audit.py,True
,False,True,baseline_tests/run_step64_behavior_preservation_audit.py,True
,False,True,baseline_tests/run_step64_bridge_retirement_audit.py,True
,False,True,baseline_tests/run_step64_import_execution_audit.py,True
,False,True,baseline_tests/run_step64_legacy_shim_audit.py,True
,False,True,baseline_tests/run_step64_motion_wall_velocity_migration_audit.py,True
,False,True,baseline_tests/run_step65_behavior_preservation_audit.py,True
,False,True,baseline_tests/run_step65_import_execution_audit.py,True
,False,True,baseline_tests/run_step65_legacy_shim_audit.py,True
,False,True,baseline_tests/run_step65_runtime_geometry_migration_audit.py,True
,False,True,baseline_tests/run_step66_behavior_preservation_audit.py,True
,False,True,baseline_tests/run_step66_diagnostic_geometry_displacement_migration_audit.py,True
,False,True,baseline_tests/run_step66_import_execution_audit.py,True
,False,True,baseline_tests/run_step66_legacy_shim_audit.py,True
,False,True,baseline_tests/run_step67_behavior_preservation_audit.py,True
,False,True,baseline_tests/run_step67_import_execution_audit.py,True
,False,True,baseline_tests/run_step67_legacy_shim_audit.py,True
,False,True,baseline_tests/run_step67_squid_proxy_real_geometry_migration_audit.py,True
,False,True,baseline_tests/run_step6_coupled_smoke.py,True
,False,True,baseline_tests/run_step6_lbm_response_to_moving_solid.py,True
,False,True,baseline_tests/run_step6_penalty_force_field.py,True
,False,True,baseline_tests/run_step6_two_way_mpm_reaction.py,True
,False,True,baseline_tests/run_step7_beta_sweep.py,True
,False,True,baseline_tests/run_step7_couette_like_validation.py,True
,False,True,baseline_tests/run_step7_long_coupled_stability.py,True
,False,True,baseline_tests/run_step7_momentum_impulse_diagnostics.py,True
,False,True,baseline_tests/run_step8_momentum_exchange_diagnostics.py,True
,False,True,baseline_tests/run_step8_prescribed_moving_wall_couette.py,True
,False,True,baseline_tests/run_step8_projected_mpm_moving_boundary.py,True
,False,True,baseline_tests/run_step8_static_bounceback_regression.py,True
,False,True,baseline_tests/run_step9_compare_penalty_vs_moving_boundary.py,True
,False,True,baseline_tests/run_step9_moving_boundary_coupled_smoke.py,True
,False,True,baseline_tests/run_step9_moving_boundary_reaction_field.py,True
,False,True,baseline_tests/run_step9_moving_boundary_two_way_mpm_reaction.py,True
,False,True,baseline_tests/step13_common.py,True
,False,True,baseline_tests/step14_common.py,True
,False,True,baseline_tests/step15_common.py,True
,False,True,baseline_tests/step16_common.py,True
,False,True,baseline_tests/step17_common.py,True
,False,True,baseline_tests/step18_common.py,True
,False,True,baseline_tests/step19_common.py,True
,False,True,baseline_tests/step20_common.py,True
,False,True,baseline_tests/step21_common.py,True
,False,True,baseline_tests/step22_common.py,True
,False,True,baseline_tests/step23_common.py,True
,False,True,baseline_tests/step24_common.py,True
,False,True,baseline_tests/step25_common.py,True
,False,True,baseline_tests/step26_common.py,True
,False,True,baseline_tests/step27_common.py,True
,False,True,baseline_tests/step28_common.py,True
,False,True,baseline_tests/step29_common.py,True
,False,True,baseline_tests/step30_common.py,True
,False,True,baseline_tests/step31_common.py,True
,False,True,baseline_tests/step32_common.py,True
,False,True,baseline_tests/step33_common.py,True
,False,True,baseline_tests/step34_common.py,True
,False,True,baseline_tests/step35_common.py,True
,False,True,baseline_tests/step36_common.py,True
,False,True,baseline_tests/step37_common.py,True
,False,True,baseline_tests/step38_common.py,True
,False,True,baseline_tests/step39_common.py,True
,False,True,baseline_tests/step40_common.py,True
,False,True,baseline_tests/step41_common.py,True
,False,True,baseline_tests/step42_common.py,True
,False,True,baseline_tests/step43_common.py,True
,False,True,baseline_tests/step44_common.py,True
,False,True,baseline_tests/step45_common.py,True
,False,True,baseline_tests/step46_common.py,True
,False,True,baseline_tests/step47_common.py,True
,False,True,baseline_tests/step48_common.py,True
,False,True,baseline_tests/step49_common.py,True
,False,True,baseline_tests/step50_common.py,True
,False,True,baseline_tests/step51_common.py,True
,False,True,baseline_tests/step52_common.py,True
,False,True,baseline_tests/step53_common.py,True
,False,True,baseline_tests/step54_common.py,True
,False,True,baseline_tests/step55_common.py,True
,False,True,baseline_tests/step56_common.py,True
,False,True,baseline_tests/step57_common.py,True
,False,True,baseline_tests/step58_common.py,True
,False,True,baseline_tests/step59_common.py,True
,False,True,baseline_tests/step60_common.py,True
,False,True,baseline_tests/step61_common.py,True
,False,True,baseline_tests/step62_common.py,True
,False,True,baseline_tests/step63_67_common.py,True
,False,True,src/__init__.py,True
,False,True,src/artifact_utils.py,True
,False,True,src/boundary_motion_config.py,True
,False,True,src/boundary_motion_interface.py,True
,False,True,src/calibration.py,True
,False,True,src/coupling.py,True
,False,True,src/diagnostic_geometry_projection.py,True
,False,True,src/diagnostic_geometry_state_guard.py,True
,False,True,src/diagnostic_geometry_update.py,True
,False,True,src/diagnostic_geometry_update_config.py,True
,False,True,src/diagnostics.py,True
,False,True,src/fsi_config.py,True
,False,True,src/fsi_driver.py,True
,False,True,src/geometry.py,True
,False,True,src/geometry_candidate_manifest.py,True
,False,True,src/geometry_config.py,True
,False,True,src/geometry_displacement_config.py,True
,False,True,src/geometry_displacement_consistency.py,True
,False,True,src/geometry_displacement_field.py,True
,False,True,src/geometry_displacement_grid_diagnostics.py,True
,False,True,src/geometry_displacement_quality.py,True
,False,True,src/geometry_driver_config.py,True
,False,True,src/geometry_fingerprint.py,True
,False,True,src/geometry_import.py,True
,False,True,src/geometry_intake.py,True
,False,True,src/geometry_motion_config.py,True
,False,True,src/geometry_motion_interface.py,True
,False,True,src/geometry_normalization.py,True
,False,True,src/geometry_quality.py,True
,False,True,src/geometry_utils.py,True
,False,True,src/jet_cycle_parameter_sensitivity.py,True
,False,True,src/jet_cycle_proxy_diagnostics.py,True
,False,True,src/lbm_config.py,True
,False,True,src/lbm_fluid.py,True
,False,True,src/lbm_relaxation_semantics.py,True
,False,True,src/link_area_accounting.py,True
,False,True,src/link_area_coupling.py,True
,False,True,src/mesh_io.py,True
,False,True,src/mesh_quality.py,True
,False,True,src/momentum_accounting.py,True
,False,True,src/moving_boundary_coupling.py,True
,False,True,src/mpm_config.py,True
,False,True,src/mpm_lbm/__init__.py,True
,False,True,src/mpm_lbm/_legacy.py,True
,False,True,src/mpm_lbm/diagnostics/__init__.py,True
,False,True,src/mpm_lbm/diagnostics/fsi_diagnostics.py,True
,False,True,src/mpm_lbm/diagnostics/geometry_displacement_grid.py,True
,False,True,src/mpm_lbm/diagnostics/geometry_projection.py,True
,False,True,src/mpm_lbm/diagnostics/geometry_state_guard.py,True
,False,True,src/mpm_lbm/diagnostics/geometry_update.py,True
,False,True,src/mpm_lbm/diagnostics/geometry_update_config.py,True
,False,True,src/mpm_lbm/diagnostics/squid_motion_projection.py,True
,False,True,src/mpm_lbm/evidence/__init__.py,True
,False,True,src/mpm_lbm/evidence/batch_behavior_preservation_audit.py,True
,False,True,src/mpm_lbm/evidence/batch_import_execution_audit.py,True
,False,True,src/mpm_lbm/evidence/batch_legacy_shim_audit.py,True
,False,True,src/mpm_lbm/evidence/batch_migration_audit.py,True
,False,True,src/mpm_lbm/evidence/behavior_preservation_audit.py,True
,False,True,src/mpm_lbm/evidence/canonical_driver_32_duration_audit.py,True
,False,True,src/mpm_lbm/evidence/canonical_driver_32_duration_output_guard.py,True
,False,True,src/mpm_lbm/evidence/canonical_driver_32_duration_runner.py,True
,False,True,src/mpm_lbm/evidence/canonical_driver_32_probe_audit.py,True
,False,True,src/mpm_lbm/evidence/canonical_driver_32_probe_output_guard.py,True
,False,True,src/mpm_lbm/evidence/canonical_driver_32_probe_runner.py,True
,False,True,src/mpm_lbm/evidence/canonical_driver_duration_ramp_audit.py,True
,False,True,src/mpm_lbm/evidence/canonical_driver_duration_ramp_output_guard.py,True
,False,True,src/mpm_lbm/evidence/canonical_driver_duration_ramp_runner.py,True
,False,True,src/mpm_lbm/evidence/canonical_driver_output_guard.py,True
,False,True,src/mpm_lbm/evidence/canonical_driver_smoke_audit.py,True
,False,True,src/mpm_lbm/evidence/canonical_driver_smoke_runner.py,True
,False,True,src/mpm_lbm/evidence/canonical_runtime_migration_audit.py,True
,False,True,src/mpm_lbm/evidence/code_layout_audit.py,True
,False,True,src/mpm_lbm/evidence/code_placement_freeze_audit.py,True
,False,True,src/mpm_lbm/evidence/compatibility_shim_audit.py,True
,False,True,src/mpm_lbm/evidence/driver_support_behavior_preservation_audit.py,True
,False,True,src/mpm_lbm/evidence/driver_support_import_execution_audit.py,True
,False,True,src/mpm_lbm/evidence/driver_support_legacy_shim_audit.py,True
,False,True,src/mpm_lbm/evidence/driver_support_migration_audit.py,True
,False,True,src/mpm_lbm/evidence/encoding_policy_audit.py,True
,False,True,src/mpm_lbm/evidence/fsidriver_behavior_preservation_audit.py,True
,False,True,src/mpm_lbm/evidence/fsidriver_import_execution_audit.py,True
,False,True,src/mpm_lbm/evidence/fsidriver_legacy_shim_audit.py,True
,False,True,src/mpm_lbm/evidence/fsidriver_migration_audit.py,True
,False,True,src/mpm_lbm/evidence/geo_path_naming_audit.py,True
,False,True,src/mpm_lbm/evidence/import_boundary_audit.py,True
,False,True,src/mpm_lbm/evidence/import_execution_audit.py,True
,False,True,src/mpm_lbm/evidence/legacy_shim_audit.py,True
,False,True,src/mpm_lbm/evidence/optional_bridge_audit.py,True
,False,True,src/mpm_lbm/evidence/proxy_diagnostic_truthfulness.py,True
,False,True,src/mpm_lbm/evidence/regression_snapshot_consistency_audit.py,True
,False,True,src/mpm_lbm/evidence/remaining_solver_inventory_audit.py,True
,False,True,src/mpm_lbm/evidence/report_consistency_guard.py,True
,False,True,src/mpm_lbm/evidence/repository_evidence_index.py,True
,False,True,src/mpm_lbm/evidence/repository_evidence_integrity_artifact_manifest.py,True
,False,True,src/mpm_lbm/evidence/repository_evidence_integrity_claim_guard.py,True
,False,True,src/mpm_lbm/evidence/repository_evidence_integrity_regression_guard.py,True
,False,True,src/mpm_lbm/evidence/repository_test_strength_audit.py,True
,False,True,src/mpm_lbm/evidence/simulation_freeze_audit.py,True
,False,True,src/mpm_lbm/evidence/solver_completion_roadmap_audit.py,True
,False,True,src/mpm_lbm/evidence/src_init_export_audit.py,True
,False,True,src/mpm_lbm/evidence/state_guard_truthfulness.py,True
,False,True,src/mpm_lbm/evidence/step60_regression_guard.py,True
,False,True,src/mpm_lbm/evidence/step61_regression_guard.py,True
,False,True,src/mpm_lbm/evidence/step62_regression_guard.py,True
,False,True,src/mpm_lbm/evidence/step63_67_regression_guard.py,True
,False,True,src/mpm_lbm/sim/__init__.py,True
,False,True,src/mpm_lbm/sim/coupling/__init__.py,True
,False,True,src/mpm_lbm/sim/coupling/link_area.py,True
,False,True,src/mpm_lbm/sim/coupling/link_area_accounting.py,True
,False,True,src/mpm_lbm/sim/coupling/momentum_accounting.py,True
,False,True,src/mpm_lbm/sim/coupling/moving_boundary.py,True
,False,True,src/mpm_lbm/sim/coupling/penalty.py,True
,False,True,src/mpm_lbm/sim/coupling/projection.py,True
,False,True,src/mpm_lbm/sim/drivers/__init__.py,True
,False,True,src/mpm_lbm/sim/drivers/fsi_config.py,True
,False,True,src/mpm_lbm/sim/drivers/fsi_driver.py,True
,False,True,src/mpm_lbm/sim/drivers/sim_config.py,True
,False,True,src/mpm_lbm/sim/geometry/__init__.py,True
,False,True,src/mpm_lbm/sim/geometry/candidate_manifest.py,True
,False,True,src/mpm_lbm/sim/geometry/config.py,True
,False,True,src/mpm_lbm/sim/geometry/fingerprint.py,True
,False,True,src/mpm_lbm/sim/geometry/importers.py,True
,False,True,src/mpm_lbm/sim/geometry/intake.py,True
,False,True,src/mpm_lbm/sim/geometry/mesh_io.py,True
,False,True,src/mpm_lbm/sim/geometry/mesh_quality.py,True
,False,True,src/mpm_lbm/sim/geometry/normalization.py,True
,False,True,src/mpm_lbm/sim/geometry/quality.py,True
,False,True,src/mpm_lbm/sim/geometry/sampler.py,True
,False,True,src/mpm_lbm/sim/geometry/utils.py,True
,False,True,src/mpm_lbm/sim/geometry/voxel_io.py,True
,False,True,src/mpm_lbm/sim/geometry/voxel_quality.py,True
,False,True,src/mpm_lbm/sim/geometry_displacement/__init__.py,True
,False,True,src/mpm_lbm/sim/geometry_displacement/config.py,True
,False,True,src/mpm_lbm/sim/geometry_displacement/consistency.py,True
,False,True,src/mpm_lbm/sim/geometry_displacement/field.py,True
,False,True,src/mpm_lbm/sim/geometry_displacement/quality.py,True
,False,True,src/mpm_lbm/sim/io/__init__.py,True
,False,True,src/mpm_lbm/sim/io/run_utils.py,True
,False,True,src/mpm_lbm/sim/lbm/__init__.py,True
,False,True,src/mpm_lbm/sim/lbm/config.py,True
,False,True,src/mpm_lbm/sim/lbm/fluid.py,True
,False,True,src/mpm_lbm/sim/lbm/relaxation_semantics.py,True
,False,True,src/mpm_lbm/sim/motion/__init__.py,True
,False,True,src/mpm_lbm/sim/motion/boundary_motion_config.py,True
,False,True,src/mpm_lbm/sim/motion/boundary_motion_interface.py,True
,False,True,src/mpm_lbm/sim/motion/geometry_motion_config.py,True
,False,True,src/mpm_lbm/sim/motion/geometry_motion_interface.py,True
,False,True,src/mpm_lbm/sim/mpm/__init__.py,True
,False,True,src/mpm_lbm/sim/mpm/config.py,True
,False,True,src/mpm_lbm/sim/mpm/solid.py,True
,False,True,src/mpm_lbm/sim/runtime_geometry/__init__.py,True
,False,True,src/mpm_lbm/sim/runtime_geometry/projection.py,True
,False,True,src/mpm_lbm/sim/runtime_geometry/projection_config.py,True
,False,True,src/mpm_lbm/sim/runtime_geometry/projection_consistency.py,True
,False,True,src/mpm_lbm/sim/runtime_geometry/projection_quality.py,True
,False,True,src/mpm_lbm/sim/runtime_geometry/state_guard.py,True
,False,True,src/mpm_lbm/sim/squid_proxy/__init__.py,True
,False,True,src/mpm_lbm/sim/squid_proxy/kinematics_config.py,True
,False,True,src/mpm_lbm/sim/squid_proxy/kinematics_quality.py,True
,False,True,src/mpm_lbm/sim/squid_proxy/kinematics_schedule.py,True
,False,True,src/mpm_lbm/sim/squid_proxy/motion_mapping.py,True
,False,True,src/mpm_lbm/sim/squid_proxy/motion_mapping_config.py,True
,False,True,src/mpm_lbm/sim/squid_proxy/motion_quality.py,True
,False,True,src/mpm_lbm/sim/squid_proxy/region_config.py,True
,False,True,src/mpm_lbm/sim/squid_proxy/region_mapping.py,True
,False,True,src/mpm_lbm/sim/squid_proxy/regions.py,True
,False,True,src/mpm_lbm/sim/units/__init__.py,True
,False,True,src/mpm_lbm/sim/units/mapper.py,True
,False,True,src/mpm_lbm/sim/wall_velocity/__init__.py,True
,False,True,src/mpm_lbm/sim/wall_velocity/application.py,True
,False,True,src/mpm_lbm/sim/wall_velocity/application_config.py,True
,False,True,src/mpm_lbm/sim/wall_velocity/config.py,True
,False,True,src/mpm_lbm/sim/wall_velocity/field.py,True
,False,True,src/mpm_solid.py,True
,False,True,src/multicycle_proxy_diagnostics.py,True
,False,True,src/performance.py,True
,False,True,src/projection.py,True
,False,True,src/proxy_diagnostic_truthfulness.py,True
,False,True,src/real_geometry_feasibility.py,True
,False,True,src/repository_evidence_index.py,True
,False,True,src/repository_evidence_integrity_artifact_manifest.py,True
,False,True,src/repository_evidence_integrity_claim_guard.py,True
,False,True,src/repository_evidence_integrity_regression_guard.py,True
,False,True,src/repository_test_strength_audit.py,True
,False,True,src/run_utils.py,True
,False,True,src/runtime_geometry_projection.py,True
,False,True,src/runtime_geometry_projection_config.py,True
,False,True,src/runtime_geometry_projection_consistency.py,True
,False,True,src/runtime_geometry_projection_quality.py,True
,False,True,src/runtime_geometry_projection_state_guard.py,True
,False,True,src/runtime_geometry_wall_velocity_10step_config.py,True
,False,True,src/runtime_geometry_wall_velocity_10step_diagnostics.py,True
,False,True,src/runtime_geometry_wall_velocity_10step_envelope.py,True
,False,True,src/runtime_geometry_wall_velocity_10step_state_guard.py,True
,False,True,src/runtime_geometry_wall_velocity_20step_config.py,True
,False,True,src/runtime_geometry_wall_velocity_20step_diagnostics.py,True
,False,True,src/runtime_geometry_wall_velocity_20step_envelope.py,True
,False,True,src/runtime_geometry_wall_velocity_20step_state_guard.py,True
,False,True,src/runtime_geometry_wall_velocity_48_feasibility_config.py,True
,False,True,src/runtime_geometry_wall_velocity_48_feasibility_diagnostics.py,True
,False,True,src/runtime_geometry_wall_velocity_48_feasibility_envelope.py,True
,False,True,src/runtime_geometry_wall_velocity_48_feasibility_state_guard.py,True
,False,True,src/runtime_geometry_wall_velocity_coupling.py,True
,False,True,src/runtime_geometry_wall_velocity_coupling_config.py,True
,False,True,src/runtime_geometry_wall_velocity_diagnostics.py,True
,False,True,src/runtime_geometry_wall_velocity_envelope.py,True
,False,True,src/runtime_geometry_wall_velocity_envelope_config.py,True
,False,True,src/runtime_geometry_wall_velocity_envelope_diagnostics.py,True
,False,True,src/runtime_geometry_wall_velocity_envelope_state_guard.py,True
,False,True,src/runtime_geometry_wall_velocity_one_cycle_config.py,True
,False,True,src/runtime_geometry_wall_velocity_one_cycle_diagnostics.py,True
,False,True,src/runtime_geometry_wall_velocity_one_cycle_envelope.py,True
,False,True,src/runtime_geometry_wall_velocity_one_cycle_state_guard.py,True
,False,True,src/runtime_geometry_wall_velocity_state_guard.py,True
,False,True,src/runtime_geometry_wall_velocity_support_scaling_artifact_guard.py,True
,False,True,src/runtime_geometry_wall_velocity_support_scaling_audit.py,True
,False,True,src/runtime_geometry_wall_velocity_support_scaling_claim_guard.py,True
,False,True,src/runtime_geometry_wall_velocity_support_scaling_config.py,True
,False,True,src/runtime_geometry_wall_velocity_support_scaling_diagnostics.py,True
,False,True,src/runtime_geometry_wall_velocity_transfer_config.py,True
,False,True,src/runtime_geometry_wall_velocity_transfer_diagnostics.py,True
,False,True,src/runtime_geometry_wall_velocity_transfer_envelope.py,True
,False,True,src/runtime_geometry_wall_velocity_transfer_state_guard.py,True
,False,True,src/selected_parameter_64_feasibility.py,True
,False,True,src/sim_config.py,True
,False,True,src/squid_kinematics_config.py,True
,False,True,src/squid_kinematics_quality.py,True
,False,True,src/squid_kinematics_region_mapping.py,True
,False,True,src/squid_kinematics_schedule.py,True
,False,True,src/squid_motion_mapping.py,True
,False,True,src/squid_motion_mapping_config.py,True
,False,True,src/squid_motion_projection_diagnostics.py,True
,False,True,src/squid_motion_quality.py,True
,False,True,src/squid_proxy_regions.py,True
,False,True,src/squid_region_config.py,True
,False,True,src/squid_region_driver_diagnostics.py,True
,False,True,src/squid_region_projection.py,True
,False,True,src/squid_region_quality.py,True
,False,True,src/state_guard_truthfulness.py,True
,False,True,src/tethered_cycle_diagnostics.py,True
,False,True,src/units.py,True
,False,True,src/voxel_io.py,True
,False,True,src/voxel_quality.py,True
,False,True,src/wall_velocity_application.py,True
,False,True,src/wall_velocity_application_config.py,True
,False,True,src/wall_velocity_application_envelope.py,True
,False,True,src/wall_velocity_config.py,True
,False,True,src/wall_velocity_consistency.py,True
,False,True,src/wall_velocity_field.py,True
,False,True,src/wall_velocity_quality.py,True
,False,True,tests/test_step10_fsi_driver_contract.py,True
,False,True,tests/test_step11_documentation_contract.py,True
,False,True,tests/test_step12_performance_memory_contract.py,True
,False,True,tests/test_step13_geometry_ingestion_contract.py,True
,False,True,tests/test_step14_larger_grid_contract.py,True
,False,True,tests/test_step15_moving_boundary_calibration_contract.py,True
,False,True,tests/test_step16_long_run_validation_contract.py,True
,False,True,tests/test_step17_link_area_accounting_contract.py,True
,False,True,tests/test_step18_link_area_transfer_contract.py,True
,False,True,tests/test_step19_link_area_long_run_contract.py,True
,False,True,tests/test_step1_artifacts.py,True
,False,True,tests/test_step20_geometry_import_contract.py,True
,False,True,tests/test_step21_imported_geometry_scale_contract.py,True
,False,True,tests/test_step22_geometry_quality_contract.py,True
,False,True,tests/test_step23_quality_gated_geometry_scale_contract.py,True
,False,True,tests/test_step24_strict_quality_gated_imported_geometry_long_run_contract.py,True
,False,True,tests/test_step25_controlled_real_geometry_intake_contract.py,True
,False,True,tests/test_step26_controlled_real_geometry_short_feasibility_contract.py,True
,False,True,tests/test_step27_controlled_real_geometry_64_short_driver_contract.py,True
,False,True,tests/test_step28_controlled_real_geometry_64_transfer_diagnostics_contract.py,True
,False,True,tests/test_step29_controlled_real_geometry_64_stability_envelope_contract.py,True
,False,True,tests/test_step2_lbm_refactor_contract.py,True
,False,True,tests/test_step30_squid_proxy_region_geometry_contract.py,True
,False,True,tests/test_step31_squid_proxy_region_static_driver_contract.py,True
,False,True,tests/test_step32_squid_proxy_kinematics_schedule_contract.py,True
,False,True,tests/test_step33_squid_proxy_kinematics_mapping_contract.py,True
,False,True,tests/test_step34_boundary_motion_driver_interface_contract.py,True
,False,True,tests/test_step35_wall_velocity_field_diagnostics_contract.py,True
,False,True,tests/test_step36_moving_wall_bounceback_application_contract.py,True
,False,True,tests/test_step37_wall_velocity_application_envelope_contract.py,True
,False,True,tests/test_step38_tethered_jet_cycle_diagnostics_contract.py,True
,False,True,tests/test_step39_multicycle_jet_proxy_stability_contract.py,True
,False,True,tests/test_step3_mpm_solid_contract.py,True
,False,True,tests/test_step40_jet_cycle_parameter_sensitivity_contract.py,True
,False,True,tests/test_step41_selected_parameter_64_feasibility_contract.py,True
,False,True,tests/test_step42_geometry_displacement_diagnostics_contract.py,True
,False,True,tests/test_step43_geometry_motion_driver_interface_contract.py,True
,False,True,tests/test_step44_diagnostic_geometry_update_smoke_contract.py,True
,False,True,tests/test_step45_runtime_geometry_projection_integration_contract.py,True
,False,True,tests/test_step46_runtime_geometry_wall_velocity_coupling_smoke_contract.py,True
,False,True,tests/test_step47_runtime_geometry_wall_velocity_short_step_envelope_contract.py,True
,False,True,tests/test_step48_runtime_geometry_wall_velocity_10step_envelope_contract.py,True
,False,True,tests/test_step49_runtime_geometry_wall_velocity_20step_envelope_contract.py,True
,False,True,tests/test_step4_units_grid_timestep_contract.py,True
,False,True,tests/test_step50_runtime_geometry_wall_velocity_one_cycle_envelope_contract.py,True
,False,True,tests/test_step51_one_cycle_transfer_comparison_contract.py,True
,False,True,tests/test_step52_48_engineering_one_cycle_feasibility_contract.py,True
,False,True,tests/test_step53_support_scaling_active_cell_semantics_contract.py,True
,False,True,tests/test_step54_lbm_relaxation_semantics_contract.py,True
,False,True,tests/test_step54_repository_evidence_integrity_repair_contract.py,True
,False,True,tests/test_step55_compatibility_shim_contract.py,True
,False,True,tests/test_step55_import_boundary_contract.py,True
,False,True,tests/test_step55_repository_code_layout_contract.py,True
,False,True,tests/test_step55_test_strength_enum_contract.py,True
,False,True,tests/test_step56_behavior_preservation_contract.py,True
,False,True,tests/test_step56_canonical_runtime_migration_contract.py,True
,False,True,tests/test_step56_import_execution_contract.py,True
,False,True,tests/test_step56_legacy_shim_contract.py,True
,False,True,tests/test_step57_behavior_preservation_contract.py,True
,False,True,tests/test_step57_driver_support_migration_contract.py,True
,False,True,tests/test_step57_import_execution_contract.py,True
,False,True,tests/test_step57_legacy_shim_contract.py,True
,False,True,tests/test_step57_src_init_export_contract.py,True
,False,True,tests/test_step57_step56_regression_contract.py,True
,False,True,tests/test_step58_behavior_preservation_contract.py,True
,False,True,tests/test_step58_fsidriver_migration_contract.py,True
,False,True,tests/test_step58_import_execution_contract.py,True
,False,True,tests/test_step58_legacy_shim_contract.py,True
,False,True,tests/test_step58_optional_bridge_contract.py,True
,False,True,tests/test_step58_step57_regression_contract.py,True
,False,True,tests/test_step59_canonical_driver_real_smoke_contract.py,True
,False,True,tests/test_step59_geo_path_naming_contract.py,True
,False,True,tests/test_step59_output_guard_contract.py,True
,False,True,tests/test_step59_step58_regression_contract.py,True
,False,True,tests/test_step5_projection_contract.py,True
,False,True,tests/test_step60_duration_ramp_contract.py,True
,False,True,tests/test_step60_duration_ramp_quality_contract.py,True
,False,True,tests/test_step60_output_guard_contract.py,True
,False,True,tests/test_step60_step59_regression_contract.py,True
,False,True,tests/test_step61_32_probe_contract.py,True
,False,True,tests/test_step61_32_probe_quality_contract.py,True
,False,True,tests/test_step61_output_guard_contract.py,True
,False,True,tests/test_step61_step60_regression_contract.py,True
,False,True,tests/test_step62_32_duration_contract.py,True
,False,True,tests/test_step62_32_duration_quality_contract.py,True
,False,True,tests/test_step62_output_guard_contract.py,True
,False,True,tests/test_step62_report_consistency_contract.py,True
,False,True,tests/test_step62_step61_regression_contract.py,True
,False,True,tests/test_step63_67_step62_regression_contract.py,True
,False,True,tests/test_step63_code_placement_freeze_contract.py,True
,False,True,tests/test_step63_encoding_policy_contract.py,True
,False,True,tests/test_step63_regression_snapshot_consistency_contract.py,True
,False,True,tests/test_step63_remaining_solver_inventory_contract.py,True
,False,True,tests/test_step63_simulation_freeze_contract.py,True
,False,True,tests/test_step63_solver_completion_roadmap_contract.py,True
,False,True,tests/test_step64_behavior_preservation_contract.py,True
,False,True,tests/test_step64_bridge_retirement_contract.py,True
,False,True,tests/test_step64_import_execution_contract.py,True
,False,True,tests/test_step64_legacy_shim_contract.py,True
,False,True,tests/test_step64_motion_wall_velocity_migration_contract.py,True
,False,True,tests/test_step65_behavior_preservation_contract.py,True
,False,True,tests/test_step65_import_execution_contract.py,True
,False,True,tests/test_step65_legacy_shim_contract.py,True
,False,True,tests/test_step65_runtime_geometry_migration_contract.py,True
,False,True,tests/test_step66_behavior_preservation_contract.py,True
,False,True,tests/test_step66_diagnostic_geometry_displacement_migration_contract.py,True
,False,True,tests/test_step66_import_execution_contract.py,True
,False,True,tests/test_step66_legacy_shim_contract.py,True
,False,True,tests/test_step67_behavior_preservation_contract.py,True
,False,True,tests/test_step67_import_execution_contract.py,True
,False,True,tests/test_step67_legacy_shim_contract.py,True
,False,True,tests/test_step67_squid_proxy_real_geometry_migration_contract.py,True
,False,True,tests/test_step6_penalty_coupling_contract.py,True
,False,True,tests/test_step7_validation_contract.py,True
,False,True,tests/test_step8_moving_bounceback_contract.py,True
,False,True,tests/test_step9_moving_boundary_reaction_contract.py,True
