path,size_bytes,extension,step68_related
configs/step43_diagnostic_geometry_motion_48_moving_boundary.json,1402,.json,False
configs/step43_geometry_motion_interface_prescribed_diagnostic_only.json,1071,.json,False
configs/step43_static_48_link_area.json,1254,.json,False
configs/step43_static_48_moving_boundary.json,1243,.json,False
configs/step44_diagnostic_geometry_update.json,1289,.json,False
configs/step44_displaced_copy_32_phase035_1step.json,761,.json,False
configs/step44_original_32_static_1step.json,652,.json,False
configs/step45_displaced_phase035_32_link_area_1step.json,829,.json,False
configs/step45_displaced_phase035_32_moving_boundary_1step.json,814,.json,False
configs/step45_original_32_static_1step.json,771,.json,False
configs/step45_runtime_geometry_projection_integration.json,1485,.json,False
configs/step46_original_static_32_1step.json,764,.json,False
configs/step46_runtime_geometry_only_32_phase035_1step.json,809,.json,False
configs/step46_runtime_geometry_plus_wall_velocity_32_phase035_1step.json,826,.json,False
configs/step46_runtime_geometry_wall_velocity_coupling_smoke.json,1537,.json,False
configs/step46_wall_velocity_only_32_phase035_1step.json,815,.json,False
configs/step47_original_static_32_5step.json,812,.json,False
configs/step47_runtime_geometry_only_32_5step.json,848,.json,False
configs/step47_runtime_geometry_plus_wall_velocity_32_5step.json,865,.json,False
configs/step47_runtime_geometry_wall_velocity_short_step_envelope.json,1696,.json,False
configs/step47_wall_velocity_only_32_5step.json,854,.json,False
configs/step48_original_static_32_10step.json,717,.json,False
configs/step48_runtime_geometry_only_32_10step.json,730,.json,False
configs/step48_runtime_geometry_plus_wall_velocity_32_10step.json,757,.json,False
configs/step48_runtime_geometry_wall_velocity_10step_envelope.json,1718,.json,False
configs/step48_wall_velocity_only_32_10step.json,724,.json,False
configs/step49_original_static_32_20step.json,785,.json,False
configs/step49_runtime_geometry_only_32_20step.json,798,.json,False
configs/step49_runtime_geometry_plus_wall_velocity_32_20step.json,825,.json,False
configs/step49_runtime_geometry_wall_velocity_20step_envelope.json,1807,.json,False
configs/step49_wall_velocity_only_32_20step.json,792,.json,False
configs/step50_original_static_32_40step.json,1062,.json,False
configs/step50_runtime_geometry_only_32_40step.json,1064,.json,False
configs/step50_runtime_geometry_plus_wall_velocity_32_40step.json,1091,.json,False
configs/step50_runtime_geometry_wall_velocity_one_cycle_envelope.json,1974,.json,False
configs/step50_wall_velocity_only_32_40step.json,1058,.json,False
configs/step51_engineering_original_static_32_40step.json,1128,.json,False
configs/step51_engineering_runtime_geometry_only_32_40step.json,1136,.json,False
configs/step51_engineering_runtime_geometry_plus_wall_velocity_32_40step.json,1186,.json,False
configs/step51_engineering_wall_velocity_only_32_40step.json,1127,.json,False
configs/step51_link_area_original_static_32_40step.json,1139,.json,False
configs/step51_link_area_runtime_geometry_only_32_40step.json,1156,.json,False
configs/step51_link_area_runtime_geometry_plus_wall_velocity_32_40step.json,1206,.json,False
configs/step51_link_area_wall_velocity_only_32_40step.json,1147,.json,False
configs/step51_transfer_comparison_one_cycle_envelope.json,2077,.json,False
configs/step52_48_engineering_one_cycle_feasibility.json,2032,.json,False
configs/step52_engineering_runtime_geometry_plus_wall_velocity_48_40step.json,1169,.json,False
configs/step52_engineering_static_48_40step.json,1093,.json,False
configs/step52_step51_reference_summary.json,787,.json,False
configs/step53_metric_semantics_policy.json,1070,.json,False
configs/step53_step51_step52_reference_artifacts.json,945,.json,False
configs/step53_support_scaling_active_cell_semantics_audit.json,1399,.json,False
configs/step54_evidence_classification_policy.json,768,.json,False
configs/step54_lbm_relaxation_semantics_policy.json,514,.json,False
configs/step54_repository_evidence_integrity_repair.json,829,.json,False
configs/step55_code_layout_policy.json,3330,.json,False
configs/step55_compatibility_shim_policy.json,1898,.json,False
configs/step55_import_boundary_policy.json,861,.json,False
configs/step55_test_strength_enum_policy.json,538,.json,False
configs/step56_behavior_preservation_policy.json,1713,.json,False
configs/step56_canonical_runtime_migration_policy.json,4428,.json,False
configs/step56_import_execution_policy.json,1545,.json,False
configs/step56_legacy_shim_policy.json,288,.json,False
configs/step57_behavior_preservation_policy.json,1643,.json,False
configs/step57_driver_support_migration_policy.json,7938,.json,False
configs/step57_import_execution_policy.json,2071,.json,False
configs/step57_legacy_shim_policy.json,285,.json,False
configs/step57_src_init_export_policy.json,1736,.json,False
configs/step58_behavior_preservation_policy.json,1758,.json,False
configs/step58_driver_import_execution_policy.json,1156,.json,False
configs/step58_fsidriver_migration_policy.json,1249,.json,False
configs/step58_legacy_shim_policy.json,342,.json,False
configs/step58_optional_bridge_policy.json,1063,.json,False
configs/step59_canonical_driver_moving_boundary_engineering_16_1step.json,513,.json,False
configs/step59_canonical_driver_none_16_1step.json,459,.json,False
configs/step59_canonical_driver_penalty_16_1step.json,462,.json,False
configs/step59_canonical_fsidriver_real_smoke_simulation.json,585,.json,False
configs/step59_geo_path_naming_policy.json,436,.json,False
configs/step59_smoke_acceptance_policy.json,853,.json,False
configs/step60_canonical_driver_moving_boundary_engineering_16_3step.json,513,.json,False
configs/step60_canonical_driver_moving_boundary_engineering_16_5step.json,513,.json,False
configs/step60_canonical_driver_moving_boundary_engineering_32_1step_optional.json,514,.json,False
configs/step60_canonical_driver_penalty_16_5step.json,505,.json,False
configs/step60_controlled_canonical_moving_boundary_duration_ramp.json,814,.json,False
configs/step60_duration_ramp_acceptance_policy.json,1097,.json,False
configs/step60_output_guard_policy.json,459,.json,False
configs/step61_canonical_driver_moving_boundary_engineering_32_1step.json,514,.json,False
configs/step61_canonical_driver_moving_boundary_engineering_32_3step_optional.json,514,.json,False
configs/step61_canonical_driver_penalty_32_1step_optional.json,506,.json,False
configs/step61_controlled_canonical_32_moving_boundary_single_step.json,827,.json,False
configs/step61_output_guard_policy.json,431,.json,False
configs/step61_runtime_budget_policy.json,192,.json,False
configs/step61_single_step_acceptance_policy.json,1096,.json,False
configs/step62_canonical_driver_moving_boundary_engineering_32_3step.json,514,.json,False
configs/step62_canonical_driver_moving_boundary_engineering_32_5step_optional.json,514,.json,False
configs/step62_canonical_driver_penalty_32_3step_optional.json,506,.json,False
configs/step62_controlled_canonical_32_moving_boundary_3step_duration.json,833,.json,False
configs/step62_duration_acceptance_policy.json,1190,.json,False
configs/step62_output_guard_policy.json,431,.json,False
configs/step62_report_consistency_policy.json,1420,.json,False
configs/step62_runtime_budget_policy.json,250,.json,False
configs/step63_67_solver_completion_batch_a_policy.json,36389,.json,False
configs/step63_code_placement_policy.json,644,.json,False
configs/step63_encoding_policy.json,362,.json,False
configs/step63_regression_snapshot_policy.json,698,.json,False
configs/step63_remaining_solver_inventory_policy.json,728,.json,False
configs/step63_simulation_freeze_policy.json,1121,.json,False
configs/step63_solver_completion_roadmap_policy.json,1736,.json,False
configs/step64_motion_wall_velocity_migration_policy.json,8445,.json,False
configs/step65_runtime_geometry_migration_policy.json,5238,.json,False
configs/step66_diagnostic_geometry_displacement_migration_policy.json,9396,.json,False
configs/step67_squid_proxy_real_geometry_migration_policy.json,11486,.json,False
configs/step68_experiment_boundary_policy.json,789,.json,True
configs/step68_import_execution_policy.json,158,.json,True
configs/step68_legacy_shim_policy.json,153,.json,True
configs/step68_step63_67_regression_policy.json,781,.json,True
configs/step68_step_specific_proxy_migration_policy.json,83656,.json,True
data/geometry_fixtures/bad_degenerate.obj,100,.obj,False
data/geometry_fixtures/bad_empty_voxel.npy,640,.npy,False
data/geometry_fixtures/bad_empty_voxel_metadata.json,240,.json,False
data/geometry_fixtures/bad_nonwatertight.obj,104,.obj,False
data/geometry_fixtures/cube.obj,253,.obj,False
data/geometry_fixtures/ellipsoid_proxy.obj,7160,.obj,False
data/geometry_fixtures/README.md,543,.md,False
data/geometry_fixtures/step25_real_candidate_smoke_mesh.obj,323,.obj,False
data/geometry_fixtures/voxel_sphere.npy,32896,.npy,False
data/geometry_fixtures/voxel_sphere_metadata.json,197,.json,False
data/real_geometry_candidates/.gitkeep,1,,False
data/real_geometry_candidates/README.md,1114,.md,False
docs/00_project_status.md,5150,.md,False
docs/01_architecture.md,2694,.md,False
docs/02_numerical_methods.md,2741,.md,False
docs/03_units_grid_timestep.md,1660,.md,False
docs/04_fsi_modes.md,1893,.md,False
docs/05_running_baselines.md,1964,.md,False
docs/06_results_summary.md,2043,.md,False
docs/07_limitations.md,1157,.md,False
docs/08_roadmap.md,17102,.md,False
docs/09_api_reference.md,29915,.md,False
docs/10_performance_memory.md,8732,.md,False
docs/11_artifact_policy.md,12056,.md,False
docs/12_geometry_ingestion.md,19126,.md,False
docs/13_larger_grid_validation.md,4781,.md,False
docs/14_moving_boundary_calibration.md,4404,.md,False
docs/15_long_run_validation.md,3636,.md,False
docs/16_link_area_momentum_accounting.md,4383,.md,False
docs/17_experimental_link_area_transfer.md,3107,.md,False
docs/18_link_area_long_run.md,3395,.md,False
docs/19_geometry_import_pipeline.md,14823,.md,False
docs/20_imported_geometry_scale_validation.md,9056,.md,False
docs/21_geometry_quality_checks.md,8594,.md,False
docs/22_quality_gated_imported_geometry_validation.md,6231,.md,False
docs/23_strict_quality_gated_imported_geometry_long_run.md,5613,.md,False
docs/24_controlled_real_geometry_intake.md,7607,.md,False
docs/25_real_geometry_candidate_policy.md,5229,.md,False
docs/26_controlled_real_geometry_short_feasibility.md,7366,.md,False
docs/27_controlled_real_geometry_64_short_driver.md,6198,.md,False
docs/28_controlled_real_geometry_64_transfer_diagnostics.md,3183,.md,False
docs/29_controlled_real_geometry_64_stability_envelope.md,3657,.md,False
docs/30_controlled_squid_proxy_region_geometry.md,5810,.md,False
docs/31_controlled_squid_proxy_region_static_driver.md,5422,.md,False
docs/32_controlled_squid_proxy_kinematics_schedule.md,5756,.md,False
docs/33_controlled_squid_proxy_kinematics_mapping.md,4356,.md,False
docs/34_controlled_squid_proxy_boundary_motion_driver_interface.md,4035,.md,False
docs/35_controlled_squid_proxy_wall_velocity_field_diagnostics.md,3387,.md,False
docs/36_controlled_moving_wall_bounceback_velocity_application_smoke.md,2681,.md,False
docs/37_controlled_moving_wall_application_short_window_envelope.md,2265,.md,False
docs/38_controlled_tethered_jet_cycle_diagnostics_prototype.md,4468,.md,False
docs/39_controlled_jet_cycle_proxy_multi_cycle_stability_envelope.md,4979,.md,False
docs/40_controlled_jet_cycle_proxy_parameter_sensitivity_smoke.md,3054,.md,False
docs/41_controlled_jet_cycle_proxy_selected_parameter_64_feasibility.md,4799,.md,False
docs/42_controlled_squid_proxy_prescribed_geometry_displacement_diagnostics.md,4052,.md,False
docs/43_controlled_squid_proxy_geometry_motion_driver_interface.md,2542,.md,False
docs/44_controlled_squid_proxy_diagnostic_geometry_update_smoke.md,2256,.md,False
docs/45_controlled_runtime_geometry_projection_integration_smoke.md,3417,.md,False
docs/46_controlled_runtime_geometry_wall_velocity_one_step_coupling_smoke.md,4540,.md,False
docs/47_controlled_runtime_geometry_wall_velocity_short_step_coupling_envelope.md,4608,.md,False
docs/48_controlled_runtime_geometry_wall_velocity_10step_coupling_envelope.md,4848,.md,False
docs/49_controlled_runtime_geometry_wall_velocity_20step_coupling_envelope.md,5484,.md,False
docs/50_controlled_runtime_geometry_wall_velocity_one_cycle_coupling_diagnostic_envelope.md,5740,.md,False
docs/51_controlled_runtime_geometry_wall_velocity_transfer_comparison.md,1888,.md,False
docs/52_controlled_48_engineering_one_cycle_feasibility.md,2212,.md,False
docs/53_controlled_48_support_scaling_active_cell_semantics.md,2526,.md,False
docs/54_repository_evidence_integrity_repair.md,1393,.md,False
docs/55_repository_code_layout_separation_import_boundary.md,942,.md,False
docs/56_canonical_runtime_implementation_migration_wave1.md,2496,.md,False
docs/57_canonical_driver_support_migration_wave2.md,3123,.md,False
docs/58_canonical_fsidriver_implementation_migration_wave3.md,2913,.md,False
docs/59_canonical_fsidriver_real_smoke_simulation.md,3079,.md,False
docs/60_controlled_canonical_moving_boundary_duration_ramp.md,3191,.md,False
docs/61_controlled_canonical_32_moving_boundary_single_step.md,3041,.md,False
docs/62_controlled_canonical_32_moving_boundary_3step_duration.md,1735,.md,False
docs/63_67_solver_completion_batch_a.md,1837,.md,False
docs/68_step_specific_proxy_migration_to_experiments.md,1853,.md,True
docs/REMAINING_SOLVER_INVENTORY.md,756,.md,False
docs/REPOSITORY_CODE_LAYOUT_POLICY.md,810,.md,False
docs/REPOSITORY_EVIDENCE_INDEX.md,843,.md,False
docs/REPOSITORY_EVIDENCE_INTEGRITY_ERRATA.md,1334,.md,False
docs/SIMULATION_FREEZE_POLICY.md,1032,.md,False
docs/SOLVER_COMPLETION_ROADMAP.md,942,.md,False
experiments/__init__.py,59,.py,False
experiments/steps/__init__.py,45,.py,False
experiments/steps/real_geometry_feasibility/feasibility.py,17408,.py,False
experiments/steps/real_geometry_feasibility/__init__.py,47,.py,False
experiments/steps/runtime_geometry_wall_velocity_shared/coupling.py,13351,.py,True
experiments/steps/runtime_geometry_wall_velocity_shared/coupling_config.py,8816,.py,True
experiments/steps/runtime_geometry_wall_velocity_shared/diagnostics.py,8375,.py,True
experiments/steps/runtime_geometry_wall_velocity_shared/envelope.py,19246,.py,True
experiments/steps/runtime_geometry_wall_velocity_shared/envelope_config.py,9889,.py,True
experiments/steps/runtime_geometry_wall_velocity_shared/envelope_diagnostics.py,11997,.py,True
experiments/steps/runtime_geometry_wall_velocity_shared/envelope_state_guard.py,6028,.py,True
experiments/steps/runtime_geometry_wall_velocity_shared/state_guard.py,6010,.py,True
experiments/steps/runtime_geometry_wall_velocity_shared/__init__.py,47,.py,True
experiments/steps/step48_10step_proxy/config.py,9840,.py,False
experiments/steps/step48_10step_proxy/diagnostics.py,15165,.py,False
experiments/steps/step48_10step_proxy/envelope.py,19210,.py,False
experiments/steps/step48_10step_proxy/state_guard.py,6275,.py,False
experiments/steps/step48_10step_proxy/__init__.py,47,.py,False
experiments/steps/step49_20step_proxy/config.py,11379,.py,False
experiments/steps/step49_20step_proxy/diagnostics.py,19887,.py,False
experiments/steps/step49_20step_proxy/envelope.py,19253,.py,False
experiments/steps/step49_20step_proxy/state_guard.py,6287,.py,False
experiments/steps/step49_20step_proxy/__init__.py,47,.py,False
experiments/steps/step50_one_cycle_proxy/config.py,12847,.py,False
experiments/steps/step50_one_cycle_proxy/diagnostics.py,25373,.py,False
experiments/steps/step50_one_cycle_proxy/envelope.py,23578,.py,False
experiments/steps/step50_one_cycle_proxy/state_guard.py,6533,.py,False
experiments/steps/step50_one_cycle_proxy/__init__.py,39,.py,False
experiments/steps/step51_transfer_comparison_proxy/config.py,14999,.py,False
experiments/steps/step51_transfer_comparison_proxy/diagnostics.py,27856,.py,False
experiments/steps/step51_transfer_comparison_proxy/envelope.py,29919,.py,False
experiments/steps/step51_transfer_comparison_proxy/state_guard.py,6539,.py,False
experiments/steps/step51_transfer_comparison_proxy/__init__.py,49,.py,False
experiments/steps/step52_48_feasibility_proxy/config.py,12697,.py,False
experiments/steps/step52_48_feasibility_proxy/diagnostics.py,18231,.py,False
experiments/steps/step52_48_feasibility_proxy/envelope.py,24529,.py,False
experiments/steps/step52_48_feasibility_proxy/state_guard.py,6832,.py,False
experiments/steps/step52_48_feasibility_proxy/__init__.py,49,.py,False
experiments/steps/step53_support_scaling_audit/artifact_guard.py,3833,.py,False
experiments/steps/step53_support_scaling_audit/audit.py,20965,.py,False
experiments/steps/step53_support_scaling_audit/claim_guard.py,4619,.py,False
experiments/steps/step53_support_scaling_audit/config.py,4419,.py,False
experiments/steps/step53_support_scaling_audit/diagnostics.py,1634,.py,False
experiments/steps/step53_support_scaling_audit/__init__.py,61,.py,False
experiments/steps/step54_evidence_integrity_repair/__init__.py,56,.py,False
external/taichi_LBM3D/LICENSE,1102,,False
external/taichi_LBM3D/README.md,5530,.md,False
external/taichi_LBM3D/requirements.txt,15,.txt,False
external/taichi_LBM3D/2phase/img_ftb131.txt,8408985,.txt,False
external/taichi_LBM3D/2phase/lbm_solver_3d_2phase.py,24523,.py,False
external/taichi_LBM3D/2phase/lbm_solver_3d_2phase_sparse.py,24396,.py,False
external/taichi_LBM3D/2phase/phase_ftb131.dat,6847239,.dat,False
external/taichi_LBM3D/docs/.buildinfo,234,,False
external/taichi_LBM3D/docs/.nojekyll,2,,False
external/taichi_LBM3D/docs/.nojekyll copy,2,,False
external/taichi_LBM3D/docs/2phase.html,5601,.html,False
external/taichi_LBM3D/docs/2phase.rst,162,.rst,False
external/taichi_LBM3D/docs/aaa.html,200486,.html,False
external/taichi_LBM3D/docs/conf.py,1150,.py,False
external/taichi_LBM3D/docs/Convert_stl_to_binary.html,6051,.html,False
external/taichi_LBM3D/docs/example_cavity.html,13804,.html,False
external/taichi_LBM3D/docs/example_porous_medium.html,13271,.html,False
external/taichi_LBM3D/docs/flow_domain_geo_generation_2D.html,9667,.html,False
external/taichi_LBM3D/docs/genindex.html,3366,.html,False
external/taichi_LBM3D/docs/geo.dat,331776,.dat,False
external/taichi_LBM3D/docs/Get_Started.html,17456,.html,False
external/taichi_LBM3D/docs/Get_Started.rst,4123,.rst,False
external/taichi_LBM3D/docs/Grey_Scale.html,5643,.html,False
external/taichi_LBM3D/docs/Grey_Scale.rst,178,.rst,False
external/taichi_LBM3D/docs/index.html,8215,.html,False
external/taichi_LBM3D/docs/index.rst,463,.rst,False
external/taichi_LBM3D/docs/LBM_3D_SinglePhase_Solver.html,201932,.html,False
external/taichi_LBM3D/docs/lbm_solver_3d.html,130520,.html,False
external/taichi_LBM3D/docs/lbm_solver_3d_cavity.html,12696,.html,False
external/taichi_LBM3D/docs/lbm_solver_3d_sparse.html,11441,.html,False
external/taichi_LBM3D/docs/make.bat,800,.bat,False
external/taichi_LBM3D/docs/Makefile,654,,False
external/taichi_LBM3D/docs/modules.html,8328,.html,False
external/taichi_LBM3D/docs/modules.rst,139,.rst,False
external/taichi_LBM3D/docs/objects.inv,665,.inv,False
external/taichi_LBM3D/docs/Phase_change.html,6945,.html,False
external/taichi_LBM3D/docs/Phase_change.rst,379,.rst,False
external/taichi_LBM3D/docs/search.html,3780,.html,False
external/taichi_LBM3D/docs/searchindex.js,24439,.js,False
external/taichi_LBM3D/docs/Single_phase.example_cavity.html,5036,.html,False
external/taichi_LBM3D/docs/Single_phase.html,7195,.html,False
external/taichi_LBM3D/docs/Single_phase.LBM_3D_SinglePhase_Solver.html,200521,.html,False
external/taichi_LBM3D/docs/Single_phase.lbm_solver_3d.html,116820,.html,False
external/taichi_LBM3D/docs/Single_phase.rst,414,.rst,False
external/taichi_LBM3D/docs/Grey_scale/flow_domain_geo_generation.html,8168,.html,False
external/taichi_LBM3D/docs/Grey_scale/flow_domain_geo_generation.rst,1079,.rst,False
external/taichi_LBM3D/docs/Grey_scale/lbm_solver_3d_Macro_Sukop.html,13494,.html,False
external/taichi_LBM3D/docs/Grey_scale/lbm_solver_3d_Macro_Sukop.rst,1956,.rst,False
external/taichi_LBM3D/docs/phasechange/example_cavity_melting.html,5967,.html,False
external/taichi_LBM3D/docs/phasechange/example_cavity_melting.rst,53,.rst,False
external/taichi_LBM3D/docs/phasechange/example_phase_change.html,6023,.html,False
external/taichi_LBM3D/docs/phasechange/example_phase_change.rst,42,.rst,False
external/taichi_LBM3D/docs/phasechange/LBM_3D_SinglePhase_Solute_Solver.html,137768,.html,False
external/taichi_LBM3D/docs/phasechange/LBM_3D_SinglePhase_Solute_Solver.rst,24524,.rst,False
external/taichi_LBM3D/docs/phasechange/LBM_3D_SinglePhase_Solver.html,6158,.html,False
external/taichi_LBM3D/docs/phasechange/LBM_3D_SinglePhase_Solver.rst,132,.rst,False
external/taichi_LBM3D/docs/phasechange/read_img_solute_psi_generation_2D.html,6068,.html,False
external/taichi_LBM3D/docs/phasechange/read_img_solute_psi_generation_2D.rst,69,.rst,False
external/taichi_LBM3D/docs/phasechange/solute_psi_generation_2D.html,5979,.html,False
external/taichi_LBM3D/docs/phasechange/solute_psi_generation_2D.rst,54,.rst,False
external/taichi_LBM3D/docs/phasechange/test1.html,5611,.html,False
external/taichi_LBM3D/docs/phasechange/test1.rst,26,.rst,False
external/taichi_LBM3D/docs/Single_phase/Convert_stl_to_binary.html,6110,.html,False
external/taichi_LBM3D/docs/Single_phase/Convert_stl_to_binary.rst,111,.rst,False
external/taichi_LBM3D/docs/Single_phase/example_cavity.html,13873,.html,False
external/taichi_LBM3D/docs/Single_phase/example_cavity.rst,1925,.rst,False
external/taichi_LBM3D/docs/Single_phase/example_porous_medium.html,13340,.html,False
external/taichi_LBM3D/docs/Single_phase/example_porous_medium.rst,1856,.rst,False
external/taichi_LBM3D/docs/Single_phase/flow_domain_geo_generation_2D.html,9736,.html,False
external/taichi_LBM3D/docs/Single_phase/flow_domain_geo_generation_2D.rst,1183,.rst,False
external/taichi_LBM3D/docs/Single_phase/LBM_3D_SinglePhase_Solver.html,202857,.html,False
external/taichi_LBM3D/docs/Single_phase/LBM_3D_SinglePhase_Solver.rst,29565,.rst,False
external/taichi_LBM3D/docs/Single_phase/lbm_solver_3d.html,131325,.html,False
external/taichi_LBM3D/docs/Single_phase/lbm_solver_3d.rst,19108,.rst,False
external/taichi_LBM3D/docs/Single_phase/lbm_solver_3d_cavity.html,12731,.html,False
external/taichi_LBM3D/docs/Single_phase/lbm_solver_3d_cavity.rst,1931,.rst,False
external/taichi_LBM3D/docs/Single_phase/lbm_solver_3d_sparse.html,11510,.html,False
external/taichi_LBM3D/docs/Single_phase/lbm_solver_3d_sparse.rst,983,.rst,False
external/taichi_LBM3D/docs/twophase/lbm_solver_3d_2phase.html,207857,.html,False
external/taichi_LBM3D/docs/twophase/lbm_solver_3d_2phase.rst,29751,.rst,False
external/taichi_LBM3D/docs/twophase/lbm_solver_3d_2phase_sparse.html,14002,.html,False
external/taichi_LBM3D/docs/twophase/lbm_solver_3d_2phase_sparse.rst,1463,.rst,False
external/taichi_LBM3D/docs/_build/doctrees/2phase.doctree,2811,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/aaa.doctree,60529,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/Convert_stl_to_binary.doctree,2677,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/environment.pickle,633505,.pickle,False
external/taichi_LBM3D/docs/_build/doctrees/example_cavity.doctree,5948,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/example_porous_medium.doctree,5853,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/flow_domain_geo_generation_2D.doctree,4683,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/Get_Started.doctree,18167,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/Grey_Scale.doctree,2846,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/index.doctree,4621,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/LBM_3D_SinglePhase_Solver.doctree,60551,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/lbm_solver_3d.doctree,40501,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/lbm_solver_3d_cavity.doctree,7909,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/lbm_solver_3d_sparse.doctree,4504,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/modules.doctree,2822,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/Phase_change.doctree,3070,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/Single_phase.doctree,3100,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/Single_phase.example_cavity.doctree,2470,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/Single_phase.LBM_3D_SinglePhase_Solver.doctree,60564,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/Single_phase.lbm_solver_3d.doctree,31675,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/Grey_scale/flow_domain_geo_generation.doctree,4545,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/Grey_scale/lbm_solver_3d_Macro_Sukop.doctree,7803,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/phasechange/example_cavity_melting.doctree,2483,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/phasechange/example_phase_change.doctree,2473,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/phasechange/LBM_3D_SinglePhase_Solute_Solver.doctree,51271,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/phasechange/LBM_3D_SinglePhase_Solver.doctree,2753,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/phasechange/read_img_solute_psi_generation_2D.doctree,2538,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/phasechange/solute_psi_generation_2D.doctree,2493,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/phasechange/test1.doctree,2398,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/Single_phase/Convert_stl_to_binary.doctree,2690,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/Single_phase/example_cavity.doctree,5961,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/Single_phase/example_porous_medium.doctree,5866,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/Single_phase/flow_domain_geo_generation_2D.doctree,4696,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/Single_phase/LBM_3D_SinglePhase_Solver.doctree,60564,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/Single_phase/lbm_solver_3d.doctree,40514,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/Single_phase/lbm_solver_3d_cavity.doctree,7856,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/Single_phase/lbm_solver_3d_sparse.doctree,4517,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/twophase/lbm_solver_3d_2phase.doctree,59843,.doctree,False
external/taichi_LBM3D/docs/_build/doctrees/twophase/lbm_solver_3d_2phase_sparse.doctree,5540,.doctree,False
external/taichi_LBM3D/docs/_build/html/.buildinfo,234,,False
external/taichi_LBM3D/docs/_build/html/.nojekyll,2,,False
external/taichi_LBM3D/docs/_build/html/2phase.html,5601,.html,False
external/taichi_LBM3D/docs/_build/html/aaa.html,200486,.html,False
external/taichi_LBM3D/docs/_build/html/Convert_stl_to_binary.html,6051,.html,False
external/taichi_LBM3D/docs/_build/html/example_cavity.html,13804,.html,False
external/taichi_LBM3D/docs/_build/html/example_porous_medium.html,13271,.html,False
external/taichi_LBM3D/docs/_build/html/flow_domain_geo_generation_2D.html,9667,.html,False
external/taichi_LBM3D/docs/_build/html/genindex.html,3366,.html,False
external/taichi_LBM3D/docs/_build/html/Get_Started.html,17456,.html,False
external/taichi_LBM3D/docs/_build/html/Grey_Scale.html,5643,.html,False
external/taichi_LBM3D/docs/_build/html/index.html,8215,.html,False
external/taichi_LBM3D/docs/_build/html/LBM_3D_SinglePhase_Solver.html,201932,.html,False
external/taichi_LBM3D/docs/_build/html/lbm_solver_3d.html,130520,.html,False
external/taichi_LBM3D/docs/_build/html/lbm_solver_3d_cavity.html,12696,.html,False
external/taichi_LBM3D/docs/_build/html/lbm_solver_3d_sparse.html,11441,.html,False
external/taichi_LBM3D/docs/_build/html/modules.html,8328,.html,False
external/taichi_LBM3D/docs/_build/html/objects.inv,665,.inv,False
external/taichi_LBM3D/docs/_build/html/Phase_change.html,6945,.html,False
external/taichi_LBM3D/docs/_build/html/search.html,3780,.html,False
external/taichi_LBM3D/docs/_build/html/searchindex.js,24439,.js,False
external/taichi_LBM3D/docs/_build/html/Single_phase.example_cavity.html,5036,.html,False
external/taichi_LBM3D/docs/_build/html/Single_phase.html,7195,.html,False
external/taichi_LBM3D/docs/_build/html/Single_phase.LBM_3D_SinglePhase_Solver.html,200521,.html,False
external/taichi_LBM3D/docs/_build/html/Single_phase.lbm_solver_3d.html,116820,.html,False
external/taichi_LBM3D/docs/_build/html/Grey_scale/flow_domain_geo_generation.html,8168,.html,False
external/taichi_LBM3D/docs/_build/html/Grey_scale/lbm_solver_3d_Macro_Sukop.html,13494,.html,False
